created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Jan 23 11:59:41 +0000 2024;"1,74976E+18";BERITA SEMASA 23 JANUARI 2024  Kepentingan dan kebajikan warga Indonesia di negara ini menjadi agenda utama yang bakal diketengahkan tiga parti sempena program Berani Semuka bertajuk  Pilihan Raya Presiden (Pilpres) 2024: Indonesia Pilih Siapa? di Kompleks Kumpulan Karangkraf… https://t.co/Dyrp4nIHgN;0;0;2;1;in;331383958;"1,74976E+18";SinarOnline;https://twitter.com/SinarOnline/status/1749763832103546905
Tue Jan 23 11:13:49 +0000 2024;"1,74975E+18";"@narkosun Pilpres tahun 2024 kita harus pilih presiden yang membawa perubahan,kami yakin pak ganjar pranowo pasti menang";0;1;0;0;in;"1,72395E+18";"1,74963E+18";theonlyeta;https://twitter.com/theonlyeta/status/1749752290435817623
Tue Jan 23 05:32:13 +0000 2024;"1,74967E+18";"Pandji Pragiwaksono mengaku belum menentukan arah dukung ke salah satu pasangan Calon Presiden dan Wakil Presiden, pada Pilpres 2024 mendatang. Ia malah terang-terangan menyatakan ingin golput. #PandjiPragiwaksono #Capres #Cawapres #Golput https://t.co/sij6O7IGlK";0;0;0;0;in;"1,69858E+18";"1,74967E+18";heralddotID;https://twitter.com/heralddotID/status/1749666325751026169
Mon Jan 22 13:26:33 +0000 2024;"1,74942E+18";Maruarar Sirait: Saya Dukung Prabowo-Gibran di Pilpres 2024 #PrabowoPresiden #PrabowoGibran #pilpres2024 https://t.co/56uYchP3c1;0;0;0;0;in;"1,68623E+18";"1,74942E+18";Netizenn08;https://twitter.com/Netizenn08/status/1749423306389045446
Mon Jan 22 09:00:31 +0000 2024;"1,74936E+18";Ayo  semua nya kita dukung untuk terus menjaga tingkat keterpilihan pasangan Prabowo-Gibran dalam Pemilu Presiden dan Wakil Presiden (Pilpres) 2024 pada 14 Februari 2024. #GibranPalingOK Cawapres 02 Terbaik https://t.co/TOygig67BU;0;0;0;0;in;"1,72367E+18";"1,74936E+18";Jawu231521;https://twitter.com/Jawu231521/status/1749356356946313458
Sun Jan 21 16:17:06 +0000 2024;"1,7491E+18";Maruarar Sirait Nyatakan Dukung Prabowo Pada Pilpres 2024  #PrabowoPresiden #PrabowoGibran #pilpres2024 https://t.co/kK3DefHc5n;0;0;0;0;in;"1,68623E+18";"1,7491E+18";Netizenn08;https://twitter.com/Netizenn08/status/1749103838907519293
Sun Jan 21 14:22:52 +0000 2024;"1,74908E+18";UPDATE SENTIMEN ANALISIS LIVE DEBAT KEEMPAT PILPRES 2024  Media Center DE GEPE DELAPAN (DGP8) https://t.co/5d8o8CPRye;0;0;0;0;in;"1,64763E+18";"1,74908E+18";degepedelapan;https://twitter.com/degepedelapan/status/1749075091936420271
Sun Jan 21 13:51:41 +0000 2024;"1,74907E+18";"Setelah Debat ke-4 Cawapres, Paslon mana yg semakin mantap akan anda pilih?  POLLING NETRAL Pilpres Poling Presiden Survey Jajak Pendapat 2024  #Pilpres2024 #AniesMuhaimin2024 #PrabowoGibran2024 #GanjarMahfud2024 #AMINAjaDulu #GemoySamsul02 #GanjarMahfudSatset #DebatCawapres";0;1;1;6;in;3192000660;"1,74907E+18";hartanto_ardi;https://twitter.com/hartanto_ardi/status/1749067241939996701
Sun Jan 21 12:48:10 +0000 2024;"1,74905E+18";"Prabowo Cinta Rakyat Rini Soemarno Ajak Dukung Prabowo Gibran di Pilpres 2024, Sosok Presiden yang Dibutuhkan Indonesia - Kilat Jateng - Kilat Jateng https://t.co/woYKveHIVm #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan";0;0;8;0;in;"8,14012E+17";"1,74905E+18";RondangKomariah;https://twitter.com/RondangKomariah/status/1749051259058040912
Sun Jan 21 12:38:58 +0000 2024;"1,74905E+18";DEBAT KEEMPAT PILPRES 2024  Media Center DE GEPE DELAPAN (DGP8) https://t.co/vrZnR9wqfk;0;0;0;0;in;"1,64763E+18";"1,74905E+18";degepedelapan;https://twitter.com/degepedelapan/status/1749048941340143858
Sun Jan 21 08:49:13 +0000 2024;"1,74899E+18";tetap yakin memilih pak ganjar dan pak mahfud untuk menjadi presiden dan wakil presiden Indonesia di tahun 2024 mari kita dukung pak Ganjar dan pak Mahfud memenangkan pilpres   #GanjarMahfud2024 #PresidenRakyat #HajatanRakyat #M3nangkanRakyat #M3nangkanGanjarMahfud #PDIPSolid🤟;0;0;0;0;in;"1,66283E+18";"1,74899E+18";OzanZakari36576;https://twitter.com/OzanZakari36576/status/1748991125522899066
Sun Jan 21 01:47:29 +0000 2024;"1,74888E+18";"DEBAT PILPRES 2024 KEEMPAT-CAWAPRES  WAKTU : Minggu, 21 Januari 2024, 19.00 WIB – SELESAI TEMPAT :  Assembly Hall, Jakarta Convention Center Stasiun TV Nasional TEMA : Energi, Sumber Daya Alam, Sumber Daya Mineral, Pangan, Pajak Karbon, Lingkungan Hidup, Agraria, Masyarakat Adat https://t.co/kB6mumj3zp";0;0;0;0;in;"1,64763E+18";"1,74888E+18";degepedelapan;https://twitter.com/degepedelapan/status/1748884993886265809
Sat Jan 20 22:43:55 +0000 2024;"1,74884E+18";"@kompascom Kenapa Slank selalu menyatakan dukungan untuk capres di pilpres 2014, 2019 dan 2024 ??  Menurut Saya, Slank tidak ingin capres pelanggar HAM jadi presiden.   #TolakCapresPelanggarHAM  #TolakDinastiPolitik  Salut untuk Slank 👍👍👍👍👍";0;0;0;0;in;"1,57744E+18";"1,74862E+18";aaa_nto;https://twitter.com/aaa_nto/status/1748838797427765738
Sat Jan 20 16:33:15 +0000 2024;"1,74875E+18";"Rakyat bersama Mahasiswa, Petani, Nelayan &amp  Seluruh komponen bangsa rapatkan barisan dan satukan kekuatan bersama Slank dukung dan menangkan Ganjar Mahfud di pilpres 2024    Slank M3nangkan GanjarOrang baik bersama orang baik Ganjar B3rsama Rakyat Ganjar Presiden Rakyat 🤟❤️🇮🇩 https://t.co/wRSJ8RQXUB";0;0;0;0;in;3086525540;"1,74875E+18";akoysempoi;https://twitter.com/akoysempoi/status/1748745513992687950
Sat Jan 20 10:45:42 +0000 2024;"1,74866E+18";Kita rapatkan barisan dan satukan kekuatan bersama Slank dukung dan menangkan Ganjar Mahfud di pilpres 2024 Slank M3nangkan Ganjar Orang baik bersama orang baik Ganjar B3rsama Rakyat Ganjar Presiden Rakyat  Terima kasih yg Retweet &amp  Like  (RTL) di sini👇 https://t.co/BoZvwT9RSJ https://t.co/uXVU5iDvV3;1;4;20;35;in;"1,38545E+18";"1,74866E+18";RstmBcl;https://twitter.com/RstmBcl/status/1748658050586771708
Sat Jan 20 10:28:32 +0000 2024;"1,74865E+18";"Slank Dukung @ganjarpranowo- @mohmahfudmd pada Pilpres 2024  Slank menyatakan dukungan kepada pasangan Calon Presiden (Capres) Ganjar Pranowo dan Calon Wakil Presiden (Cawapres) Mahfud MD pada Pilpres 2024, yang akan digelar 14 Februari mendatang.  Grup band yang bermarkas di… https://t.co/nsZhXonvOf";2;87;24;248;in;435004096;"1,74865E+18";Aryprasetyo85;https://twitter.com/Aryprasetyo85/status/1748653732018143610
Sat Jan 20 08:57:42 +0000 2024;"1,74863E+18";"@yusuf_dumdum Logika : Andai ingin bargaining"" sblm Pilpres,saya rasa Bu Mega berpikir sejuta kali. Knp? PDIP tdk mungkin mempertaruhkan tgl 14 Feb 2024, shg hrs kehilangan pemilih Setia Ganjar (Non Pro-Jo). Bahkan jika hrs 2 putaranpun mgkn TDK. Tunggu Pilpres Tuntas &amp  Presiden Terpilih.🤟""";0;3;3;58;in;"1,72609E+18";"1,74861E+18";Gama95770;https://twitter.com/Gama95770/status/1748630871413019134
Sat Jan 20 04:03:32 +0000 2024;"1,74856E+18";@AntonPr12594871 @Mdy_Asmara1701 @Naz_lira @5t3v3n_P3g3L ANIES PRESIDEN" ☝️  Pilpres 14 Februari 2024   Pilih Nomor 1   AMIN Aja Dulu   🇲🇨   #AMINajaDulu https://t.co/sd4RBOnkHD";0;0;1;1;in;"1,62023E+18";"1,74855E+18";Zulhendribasri1;https://twitter.com/Zulhendribasri1/status/1748556841380917509
Fri Jan 19 06:13:00 +0000 2024;"1,74823E+18";"@DavidWijaya82 Nanti Pilpres pilih yg sudah teruji melawan kekuatan beliau, maka itu Indonesia perlu perubahan bismillahirrahmanirrahim dg izin Alloh SWT Anies Baswedan Presiden Republik Indonesia 2024-2029";0;0;0;0;in;"1,72044E+18";"1,74808E+18";JujurKeren40418;https://twitter.com/JujurKeren40418/status/1748227034122437047
Thu Jan 18 22:52:00 +0000 2024;"1,74812E+18";"@yozariam Semoga jika Abah Anies menjadi presiden nanti, Indonesia menjadi lebih maju dan unggul daripada sebelumnya, meskipun banyak yang nggak suka sama Abah Anies (bahkan temen deketku sendiri), tapi aku tetap memilih jalanku sendiri, buat dukung Abah Anies di pilpres 2024 ini.";0;0;0;2;in;"1,7228E+18";"1,74799E+18";strxightt;https://twitter.com/strxightt/status/1748116056009535767
Thu Jan 18 13:04:49 +0000 2024;"1,74797E+18";"Sini sini Aku ajarin cara membaca tanda alam: • Pilpres 2024, hajat NASional Pesta DEMokrasi 5 tahun sekali. • Pilih No 1 utk Kebangkitan Bangsa Indonesia. • Mari pilih Anies Baswedan utk mjd Presiden RI ke 8 utk Indonesia yg berKEADILAN, rakyat SEJAHTERA.  #Pilpres2024 https://t.co/fcCIwwbOu3";0;1;6;19;in;303620172;"1,74797E+18";Radjahoki_pro;https://twitter.com/Radjahoki_pro/status/1747968285281591377
Thu Jan 18 11:24:52 +0000 2024;"1,74794E+18";"Ketua Umum DPP Partai Golkar, Airlangga Hartarto, menginstruksikan kepada para kader di Kalimantan Barat untuk dukung kemenangan paslon Prabowo Subianto-Gibran Rakabuming Raka, dalam satu putaran pada Pemilihan Presiden 2024.   Airlangga menekankan, kader beringin harus berperan… https://t.co/Vepen0zHCf";0;0;0;1;in;606214027;"1,74794E+18";pilipres24;https://twitter.com/pilipres24/status/1747943130232697076
Thu Jan 18 00:17:53 +0000 2024;"1,74778E+18";"@CNNIndonesia @bobbynasution_  memperkuat dugaan bahwa struktur pemerintahan dari pusat sampai daerah sudah tidak netral, dimana mendukung anak presiden Jokowi di pilpres 2024. Sebelumnya ada video ajakan secara TDK langsung dari Sekda kab. TAKALAR agar ASN pilih anak presiden";0;0;0;0;in;"1,6947E+18";"1,74753E+18";WafaNurulI33097;https://twitter.com/WafaNurulI33097/status/1747775278439616750
Wed Jan 17 21:40:26 +0000 2024;"1,74774E+18";@JNKGanjar2024 tak terasa pilpres tinggal menghitung hari mari kita pilih sosok dan figur yang pas untuk presiden indonesia 2024  dan itu ada pada diri ganjar pranowo sosok yang humanis religius humble dan merakyat;0;0;0;1;in;"1,65128E+18";"1,74774E+18";BintoroSat86234;https://twitter.com/BintoroSat86234/status/1747735654962991459
Wed Jan 17 21:26:07 +0000 2024;"1,74773E+18";#JNKGanjar2024  pilpres sudah di ambang pintu satukan hati dan niat pilih ganjar pranowo untuk presiden indonesia 2024;0;0;0;0;in;"1,65128E+18";"1,74773E+18";BintoroSat86234;https://twitter.com/BintoroSat86234/status/1747732054308245838
Wed Jan 17 12:09:55 +0000 2024;"1,74759E+18";@anyofthings Mari kita dukung Pak Ganjar Pranowo dan Mahfud MD untuk menjadi Presiden RI dan wakil presiden di pilpres 2024 nantinya. #JNKGanjar2024 #JNK;0;0;0;1;in;"1,69069E+18";"1,74759E+18";MohIbrahimovic;https://twitter.com/MohIbrahimovic/status/1747592079755424215
Wed Jan 17 08:32:48 +0000 2024;"1,74754E+18";"Sejumlah kyai, ulama, pengasuh pondok pesantren, kyai kampung, santri dan masyarakat kabupaten dan kota se Daerah Istimewa Yogyakarta menggelar deklarasi dukung pemenangan pasangan calon presiden dan wakil presiden nomor urut 3, Ganjar Pranowo dan Mahfud MD pada Pilpres 2024.… https://t.co/DYxDlh44Yd";0;1;6;41;in;153407983;"1,74754E+18";PDI_Perjuangan;https://twitter.com/PDI_Perjuangan/status/1747537440578142481
Wed Jan 17 05:17:57 +0000 2024;"1,74749E+18";@nanangi99 @tribunnews Pilpres tahun 2024 pilih presiden yang membawa perubahan contohnya pak ganjar🔥;0;0;0;0;in;"1,60769E+18";"1,74743E+18";lastynx;https://twitter.com/lastynx/status/1747488405444051151
Wed Jan 17 01:32:06 +0000 2024;"1,74743E+18";"Pak Jokowi, Silakan bapak ambil cuti sbg Presiden, agar bisa total dukung putra bapak @gibran_tweet dalam kontestasi Pilpres 2024.  Tanpa ambil cuti, maka jangan salahkan RAKYAT jika menilai bapak TIDAK NETRAL. Situasi sudah memanas"" pak, Mahasiswa di 899 Kampus sudah bergerak https://t.co/z4a9go3SJ2""";14;97;131;436;in;"1,36202E+18";"1,74743E+18";OmpungGuru;https://twitter.com/OmpungGuru/status/1747431568279531794
Tue Jan 16 16:19:49 +0000 2024;"1,74729E+18";"@KayanaDuris @IvanCahyadi80 @ibnoe717 @PandamPamungkas @Maruarar_Sirait Padahal waktu 2004 , Megawati Masih jadi presiden waktu pilpres lawan SBY .kan sama saja Presiden dukung dirinya sendiri sebagai capres, sama seperti SBY tahun 2009 dan Jokowi 2019. Giliran 2024 jokowi dukung capres kok malah bingung https://t.co/xwQEbFwIIu";0;1;0;0;in;2883147836;"1,74717E+18";Se_Na_Sionalis;https://twitter.com/Se_Na_Sionalis/status/1747292583947301301
Tue Jan 16 04:25:17 +0000 2024;"1,74711E+18";Pilpres kali ini banyak cacat yang terang-terangan banget dari pihak presiden sendiri ikut campur oemgey😭 it's 2024 alrd tf  Bagus pilih anies;0;0;0;0;in;"1,31581E+18";"1,74711E+18";loeywaifuu;https://twitter.com/loeywaifuu/status/1747112763837775884
Tue Jan 16 03:34:52 +0000 2024;"1,7471E+18";"Pesan ust. ABB wajib pilih no.1 untuk presiden 2024.  Pilpres itu bukan ideologi, ia adalah alat maka kita pakai alat ini untuk membela Islam! Pilih calon presiden yang paham Islam dan yang paham Islan hanya no. 01 Anies Baswedan. Itu yang wajib kita pilih..""   (Ustadz ABB) https://t.co/AxEDwHRisP""";2;5;132;325;in;"1,64853E+18";"1,7471E+18";Humairah_922;https://twitter.com/Humairah_922/status/1747100076139520100
Tue Jan 16 00:45:26 +0000 2024;"1,74706E+18";"@lilrwok Pak Anies harusnya maju di Pilpres 2019 &amp  kmgkn menang lbh besar loh. Tp pak Anies lebih pilih jalannya Balian di Kingdom of Heaven. Jadinya liat skrg. pemilu 2024 makin parah.  Coba kalo ikut 2019 trus sukses jadi presiden, pilpres 2024 bakal berlangsung jurdil o/ pak Anies.";0;1;0;1;in;"1,60357E+18";"1,74692E+18";fordslator;https://twitter.com/fordslator/status/1747057437025382713
Mon Jan 15 13:58:43 +0000 2024;"1,74689E+18";Relawan MGB Jawa Timur dukung Ganjar-Mahfud di Pilpres 2024  Jatim Ganjar Pranowo Presiden Pilihanku 2024   #asalbukanprabowo #asalbukan02 Jepang Vietnam Abu Ubaidah YANG BENER AJE Ambon Waduh Physical Touch Inul Slank #DOYOUNG Indigo https://t.co/cklayQPAEg;0;0;1;0;in;"1,72207E+18";"1,74689E+18";mrohzrian;https://twitter.com/mrohzrian/status/1746894684537159854
Mon Jan 15 13:35:17 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";GabrielaVa11490;https://twitter.com/GabrielaVa11490/status/1746888787626496391
Mon Jan 15 13:30:46 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";MakennaSol98115;https://twitter.com/MakennaSol98115/status/1746887650164773232
Mon Jan 15 13:30:44 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";GabrielaVa11490;https://twitter.com/GabrielaVa11490/status/1746887643974029771
Mon Jan 15 13:25:16 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";GabrielaVa11490;https://twitter.com/GabrielaVa11490/status/1746886268095524998
Mon Jan 15 13:25:16 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";DeaconCard14055;https://twitter.com/DeaconCard14055/status/1746886267202138374
Mon Jan 15 13:25:14 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";MakennaSol98115;https://twitter.com/MakennaSol98115/status/1746886259727880427
Mon Jan 15 13:20:20 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";MakennaSol98115;https://twitter.com/MakennaSol98115/status/1746885025033814094
Mon Jan 15 13:20:18 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";whitehead_78972;https://twitter.com/whitehead_78972/status/1746885019388223884
Mon Jan 15 13:20:18 +0000 2024;"1,74689E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74689E+18";DeaconCard14055;https://twitter.com/DeaconCard14055/status/1746885017479909598
Mon Jan 15 13:15:21 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";DeaconCard14055;https://twitter.com/DeaconCard14055/status/1746883771297603937
Mon Jan 15 13:15:17 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";whitehead_78972;https://twitter.com/whitehead_78972/status/1746883755543761268
Mon Jan 15 13:15:17 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";AgustinFra53831;https://twitter.com/AgustinFra53831/status/1746883755145388457
Mon Jan 15 13:10:17 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";AgustinFra53831;https://twitter.com/AgustinFra53831/status/1746882496841519291
Mon Jan 15 13:10:16 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";whitehead_78972;https://twitter.com/whitehead_78972/status/1746882492626292871
Mon Jan 15 13:10:16 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";kaylynn_wa16771;https://twitter.com/kaylynn_wa16771/status/1746882492521472026
Mon Jan 15 13:05:16 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";SchwartzEr74554;https://twitter.com/SchwartzEr74554/status/1746881236482543681
Mon Jan 15 13:05:16 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";kaylynn_wa16771;https://twitter.com/kaylynn_wa16771/status/1746881236029579642
Mon Jan 15 13:05:14 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";AgustinFra53831;https://twitter.com/AgustinFra53831/status/1746881226441388148
Mon Jan 15 13:03:38 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";mejia_beck62386;https://twitter.com/mejia_beck62386/status/1746880822500536826
Mon Jan 15 13:03:38 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";kaylynn_wa16771;https://twitter.com/kaylynn_wa16771/status/1746880822290866510
Mon Jan 15 13:03:29 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";SchwartzEr74554;https://twitter.com/SchwartzEr74554/status/1746880784906998052
Mon Jan 15 12:55:14 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";SchwartzEr74554;https://twitter.com/SchwartzEr74554/status/1746878710819557630
Mon Jan 15 12:55:13 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";mejia_beck62386;https://twitter.com/mejia_beck62386/status/1746878705962549374
Mon Jan 15 12:55:13 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";MccormickW88190;https://twitter.com/MccormickW88190/status/1746878705580802203
Mon Jan 15 12:50:14 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";mejia_beck62386;https://twitter.com/mejia_beck62386/status/1746877449466482866
Mon Jan 15 12:50:13 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";MccormickW88190;https://twitter.com/MccormickW88190/status/1746877447214113048
Mon Jan 15 12:50:13 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan daya saing ekonomi.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";Jessica86026308;https://twitter.com/Jessica86026308/status/1746877446891217110
Mon Jan 15 12:45:15 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu meningkatkan kualitas pendidikan.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";Jessica86026308;https://twitter.com/Jessica86026308/status/1746876198095929762
Mon Jan 15 12:45:15 +0000 2024;"1,74688E+18";Mari kita pilih Ganjar Pranowo sebagai Presiden Republik Indonesia pada Pilpres 2024. Ganjar Pranowo adalah pemimpin yang mampu membawa Indonesia menjadi lebih baik.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK;0;0;0;0;in;"1,73694E+18";"1,74688E+18";MccormickW88190;https://twitter.com/MccormickW88190/status/1746876196695007287
